atc_code5,atc_code4,atc_code3,atc_code2,atc_code1,atc_desc5,atc_desc4,atc_desc3,atc_desc2,atc_desc1
A08AA11,A08AA,A08A,A08,A,lorcaserin,Centrally acting antiobesity products,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",ALIMENTARY TRACT AND METABOLISM
A08AA56,A08AA,A08A,A08,A,"ephedrine, combinations",Centrally acting antiobesity products,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",ALIMENTARY TRACT AND METABOLISM
A08AA62,A08AA,A08A,A08,A,bupropion and naltrexone,Centrally acting antiobesity products,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",ALIMENTARY TRACT AND METABOLISM
N03AG01,N03AG,N03A,N03,N,valproic acid,Fatty acid derivatives,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
N03AG02,N03AG,N03A,N03,N,valpromide,Fatty acid derivatives,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
N03AG03,N03AG,N03A,N03,N,aminobutyric acid,Fatty acid derivatives,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
N03AG04,N03AG,N03A,N03,N,vigabatrin,Fatty acid derivatives,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
N03AG05,N03AG,N03A,N03,N,progabide,Fatty acid derivatives,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
N03AG06,N03AG,N03A,N03,N,tiagabine,Fatty acid derivatives,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
C03DB01,C03DB,C03D,C03,C,amiloride,Other potassium-sparing agents,POTASSIUM-SPARING AGENTS,DIURETICS,CARDIOVASCULAR SYSTEM
C03DB02,C03DB,C03D,C03,C,triamterene,Other potassium-sparing agents,POTASSIUM-SPARING AGENTS,DIURETICS,CARDIOVASCULAR SYSTEM
A01AA01,A01AA,A01A,A01,A,sodium fluoride,Caries prophylactic agents,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,ALIMENTARY TRACT AND METABOLISM
A01AA02,A01AA,A01A,A01,A,sodium monofluorophosphate,Caries prophylactic agents,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,ALIMENTARY TRACT AND METABOLISM
A01AA03,A01AA,A01A,A01,A,olaflur,Caries prophylactic agents,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,ALIMENTARY TRACT AND METABOLISM
A01AA04,A01AA,A01A,A01,A,stannous fluoride,Caries prophylactic agents,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,ALIMENTARY TRACT AND METABOLISM
A01AA30,A01AA,A01A,A01,A,combinations,Caries prophylactic agents,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,ALIMENTARY TRACT AND METABOLISM
A01AA51,A01AA,A01A,A01,A,"sodium fluoride, combinations",Caries prophylactic agents,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,ALIMENTARY TRACT AND METABOLISM
M05BA01,M05BA,M05B,M05,M,etidronic acid,Bisphosphonates,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,DRUGS FOR TREATMENT OF BONE DISEASES,MUSCULO-SKELETAL SYSTEM
M05BA02,M05BA,M05B,M05,M,clodronic acid,Bisphosphonates,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,DRUGS FOR TREATMENT OF BONE DISEASES,MUSCULO-SKELETAL SYSTEM
M05BA03,M05BA,M05B,M05,M,pamidronic acid,Bisphosphonates,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,DRUGS FOR TREATMENT OF BONE DISEASES,MUSCULO-SKELETAL SYSTEM
M05BA04,M05BA,M05B,M05,M,alendronic acid,Bisphosphonates,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,DRUGS FOR TREATMENT OF BONE DISEASES,MUSCULO-SKELETAL SYSTEM
M05BA05,M05BA,M05B,M05,M,tiludronic acid,Bisphosphonates,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,DRUGS FOR TREATMENT OF BONE DISEASES,MUSCULO-SKELETAL SYSTEM
M05BA06,M05BA,M05B,M05,M,ibandronic acid,Bisphosphonates,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,DRUGS FOR TREATMENT OF BONE DISEASES,MUSCULO-SKELETAL SYSTEM
M05BA07,M05BA,M05B,M05,M,risedronic acid,Bisphosphonates,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,DRUGS FOR TREATMENT OF BONE DISEASES,MUSCULO-SKELETAL SYSTEM
M05BA08,M05BA,M05B,M05,M,zoledronic acid,Bisphosphonates,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,DRUGS FOR TREATMENT OF BONE DISEASES,MUSCULO-SKELETAL SYSTEM
A07EA01,A07EA,A07E,A07,A,prednisolone,Corticosteroids acting locally,INTESTINAL ANTIINFLAMMATORY AGENTS,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",ALIMENTARY TRACT AND METABOLISM
A07EA02,A07EA,A07E,A07,A,hydrocortisone,Corticosteroids acting locally,INTESTINAL ANTIINFLAMMATORY AGENTS,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",ALIMENTARY TRACT AND METABOLISM
A07EA03,A07EA,A07E,A07,A,prednisone,Corticosteroids acting locally,INTESTINAL ANTIINFLAMMATORY AGENTS,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",ALIMENTARY TRACT AND METABOLISM
A07EA04,A07EA,A07E,A07,A,betamethasone,Corticosteroids acting locally,INTESTINAL ANTIINFLAMMATORY AGENTS,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",ALIMENTARY TRACT AND METABOLISM
A07EA05,A07EA,A07E,A07,A,tixocortol,Corticosteroids acting locally,INTESTINAL ANTIINFLAMMATORY AGENTS,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",ALIMENTARY TRACT AND METABOLISM
A07EA06,A07EA,A07E,A07,A,budesonide,Corticosteroids acting locally,INTESTINAL ANTIINFLAMMATORY AGENTS,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",ALIMENTARY TRACT AND METABOLISM
A07EA07,A07EA,A07E,A07,A,beclometasone,Corticosteroids acting locally,INTESTINAL ANTIINFLAMMATORY AGENTS,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",ALIMENTARY TRACT AND METABOLISM
B01AB01,B01AB,B01A,B01,B,heparin,Heparin group,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AB02,B01AB,B01A,B01,B,antithrombin III,Heparin group,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AB04,B01AB,B01A,B01,B,dalteparin,Heparin group,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AB05,B01AB,B01A,B01,B,enoxaparin,Heparin group,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AB06,B01AB,B01A,B01,B,nadroparin,Heparin group,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AB07,B01AB,B01A,B01,B,parnaparin,Heparin group,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AB08,B01AB,B01A,B01,B,reviparin,Heparin group,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AB09,B01AB,B01A,B01,B,danaparoid,Heparin group,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AB10,B01AB,B01A,B01,B,tinzaparin,Heparin group,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AB11,B01AB,B01A,B01,B,sulodexide,Heparin group,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AB12,B01AB,B01A,B01,B,bemiparin,Heparin group,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AB51,B01AB,B01A,B01,B,"heparin, combinations",Heparin group,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
D05AD01,D05AD,D05A,D05,D,trioxysalen,Psoralens for topical use,ANTIPSORIATICS FOR TOPICAL USE,ANTIPSORIATICS,DERMATOLOGICALS
D05AD02,D05AD,D05A,D05,D,methoxsalen,Psoralens for topical use,ANTIPSORIATICS FOR TOPICAL USE,ANTIPSORIATICS,DERMATOLOGICALS
N07XX01,N07XX,N07X,N07,N,tirilazad,Other nervous system drugs,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,NERVOUS SYSTEM
N07XX02,N07XX,N07X,N07,N,riluzole,Other nervous system drugs,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,NERVOUS SYSTEM
N07XX03,N07XX,N07X,N07,N,xaliproden,Other nervous system drugs,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,NERVOUS SYSTEM
N07XX04,N07XX,N07X,N07,N,sodium oxybate,Other nervous system drugs,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,NERVOUS SYSTEM
N07XX05,N07XX,N07X,N07,N,amifampridine,Other nervous system drugs,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,NERVOUS SYSTEM
N07XX06,N07XX,N07X,N07,N,tetrabenazine,Other nervous system drugs,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,NERVOUS SYSTEM
N07XX07,N07XX,N07X,N07,N,fampridine,Other nervous system drugs,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,NERVOUS SYSTEM
N07XX08,N07XX,N07X,N07,N,tafamidis,Other nervous system drugs,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,NERVOUS SYSTEM
N07XX09,N07XX,N07X,N07,N,dimethyl fumarate,Other nervous system drugs,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,NERVOUS SYSTEM
N07XX10,N07XX,N07X,N07,N,laquinimod,Other nervous system drugs,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,NERVOUS SYSTEM
N07XX11,N07XX,N07X,N07,N,pitolisant,Other nervous system drugs,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,NERVOUS SYSTEM
N07XX59,N07XX,N07X,N07,N,"dextromethorphan, combinations",Other nervous system drugs,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,NERVOUS SYSTEM
J05AE01,J05AE,J05A,J05,J,saquinavir,Protease inhibitors,DIRECT ACTING ANTIVIRALS,ANTIVIRALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J05AE02,J05AE,J05A,J05,J,indinavir,Protease inhibitors,DIRECT ACTING ANTIVIRALS,ANTIVIRALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J05AE03,J05AE,J05A,J05,J,ritonavir,Protease inhibitors,DIRECT ACTING ANTIVIRALS,ANTIVIRALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J05AE04,J05AE,J05A,J05,J,nelfinavir,Protease inhibitors,DIRECT ACTING ANTIVIRALS,ANTIVIRALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J05AE05,J05AE,J05A,J05,J,amprenavir,Protease inhibitors,DIRECT ACTING ANTIVIRALS,ANTIVIRALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J05AE07,J05AE,J05A,J05,J,fosamprenavir,Protease inhibitors,DIRECT ACTING ANTIVIRALS,ANTIVIRALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J05AE08,J05AE,J05A,J05,J,atazanavir,Protease inhibitors,DIRECT ACTING ANTIVIRALS,ANTIVIRALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J05AE09,J05AE,J05A,J05,J,tipranavir,Protease inhibitors,DIRECT ACTING ANTIVIRALS,ANTIVIRALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J05AE10,J05AE,J05A,J05,J,darunavir,Protease inhibitors,DIRECT ACTING ANTIVIRALS,ANTIVIRALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J05AE11,J05AE,J05A,J05,J,telaprevir,Protease inhibitors,DIRECT ACTING ANTIVIRALS,ANTIVIRALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J05AE12,J05AE,J05A,J05,J,boceprevir,Protease inhibitors,DIRECT ACTING ANTIVIRALS,ANTIVIRALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J05AE13,J05AE,J05A,J05,J,faldaprevir,Protease inhibitors,DIRECT ACTING ANTIVIRALS,ANTIVIRALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J05AE14,J05AE,J05A,J05,J,simeprevir,Protease inhibitors,DIRECT ACTING ANTIVIRALS,ANTIVIRALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J05AE15,J05AE,J05A,J05,J,asunaprevir,Protease inhibitors,DIRECT ACTING ANTIVIRALS,ANTIVIRALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J07BF01,J07BF,J07B,J07,J,"poliomyelitis oral, monovalent, live attenuated",Poliomyelitis vaccines,VIRAL VACCINES,VACCINES,ANTIINFECTIVES FOR SYSTEMIC USE
J07BF02,J07BF,J07B,J07,J,"poliomyelitis oral, trivalent, live attenuated",Poliomyelitis vaccines,VIRAL VACCINES,VACCINES,ANTIINFECTIVES FOR SYSTEMIC USE
J07BF03,J07BF,J07B,J07,J,"poliomyelitis, trivalent, inactivated, whole virus",Poliomyelitis vaccines,VIRAL VACCINES,VACCINES,ANTIINFECTIVES FOR SYSTEMIC USE
J07BF04,J07BF,J07B,J07,J,"poliomyelitis oral, bivalent, live attenuated",Poliomyelitis vaccines,VIRAL VACCINES,VACCINES,ANTIINFECTIVES FOR SYSTEMIC USE
J02AX01,J02AX,J02A,J02,J,flucytosine,Other antimycotics for systemic use,ANTIMYCOTICS FOR SYSTEMIC USE,ANTIMYCOTICS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J02AX04,J02AX,J02A,J02,J,caspofungin,Other antimycotics for systemic use,ANTIMYCOTICS FOR SYSTEMIC USE,ANTIMYCOTICS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J02AX05,J02AX,J02A,J02,J,micafungin,Other antimycotics for systemic use,ANTIMYCOTICS FOR SYSTEMIC USE,ANTIMYCOTICS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J02AX06,J02AX,J02A,J02,J,anidulafungin,Other antimycotics for systemic use,ANTIMYCOTICS FOR SYSTEMIC USE,ANTIMYCOTICS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
D06AX01,D06AX,D06A,D06,D,fusidic acid,Other antibiotics for topical use,ANTIBIOTICS FOR TOPICAL USE,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,DERMATOLOGICALS
D06AX02,D06AX,D06A,D06,D,chloramphenicol,Other antibiotics for topical use,ANTIBIOTICS FOR TOPICAL USE,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,DERMATOLOGICALS
D06AX04,D06AX,D06A,D06,D,neomycin,Other antibiotics for topical use,ANTIBIOTICS FOR TOPICAL USE,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,DERMATOLOGICALS
D06AX05,D06AX,D06A,D06,D,bacitracin,Other antibiotics for topical use,ANTIBIOTICS FOR TOPICAL USE,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,DERMATOLOGICALS
D06AX07,D06AX,D06A,D06,D,gentamicin,Other antibiotics for topical use,ANTIBIOTICS FOR TOPICAL USE,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,DERMATOLOGICALS
D06AX08,D06AX,D06A,D06,D,tyrothricin,Other antibiotics for topical use,ANTIBIOTICS FOR TOPICAL USE,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,DERMATOLOGICALS
D06AX09,D06AX,D06A,D06,D,mupirocin,Other antibiotics for topical use,ANTIBIOTICS FOR TOPICAL USE,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,DERMATOLOGICALS
D06AX10,D06AX,D06A,D06,D,virginiamycin,Other antibiotics for topical use,ANTIBIOTICS FOR TOPICAL USE,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,DERMATOLOGICALS
D06AX11,D06AX,D06A,D06,D,rifaximin,Other antibiotics for topical use,ANTIBIOTICS FOR TOPICAL USE,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,DERMATOLOGICALS
D06AX12,D06AX,D06A,D06,D,amikacin,Other antibiotics for topical use,ANTIBIOTICS FOR TOPICAL USE,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,DERMATOLOGICALS
D06AX13,D06AX,D06A,D06,D,retapamulin,Other antibiotics for topical use,ANTIBIOTICS FOR TOPICAL USE,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,DERMATOLOGICALS
A14AB01,A14AB,A14A,A14,A,nandrolone,Estren derivatives,ANABOLIC STEROIDS,ANABOLIC AGENTS FOR SYSTEMIC USE,ALIMENTARY TRACT AND METABOLISM
A14AB02,A14AB,A14A,A14,A,ethylestrenol,Estren derivatives,ANABOLIC STEROIDS,ANABOLIC AGENTS FOR SYSTEMIC USE,ALIMENTARY TRACT AND METABOLISM
A14AB03,A14AB,A14A,A14,A,oxabolone cipionate,Estren derivatives,ANABOLIC STEROIDS,ANABOLIC AGENTS FOR SYSTEMIC USE,ALIMENTARY TRACT AND METABOLISM
V03AN01,V03AN,V03A,V03,V,oxygen,Medical gases,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
V03AN02,V03AN,V03A,V03,V,carbon dioxide,Medical gases,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
V03AN03,V03AN,V03A,V03,V,helium,Medical gases,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
V03AN04,V03AN,V03A,V03,V,nitrogen,Medical gases,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
V03AN05,V03AN,V03A,V03,V,medical air,Medical gases,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
A08AB01,A08AB,A08A,A08,A,orlistat,Peripherally acting antiobesity products,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",ALIMENTARY TRACT AND METABOLISM
V08CA01,V08CA,V08C,V08,V,gadopentetic acid,Paramagnetic contrast media,MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,CONTRAST MEDIA,VARIOUS
V08CA02,V08CA,V08C,V08,V,gadoteric acid,Paramagnetic contrast media,MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,CONTRAST MEDIA,VARIOUS
V08CA03,V08CA,V08C,V08,V,gadodiamide,Paramagnetic contrast media,MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,CONTRAST MEDIA,VARIOUS
V08CA04,V08CA,V08C,V08,V,gadoteridol,Paramagnetic contrast media,MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,CONTRAST MEDIA,VARIOUS
V08CA05,V08CA,V08C,V08,V,mangafodipir,Paramagnetic contrast media,MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,CONTRAST MEDIA,VARIOUS
V08CA06,V08CA,V08C,V08,V,gadoversetamide,Paramagnetic contrast media,MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,CONTRAST MEDIA,VARIOUS
V08CA07,V08CA,V08C,V08,V,ferric ammonium citrate,Paramagnetic contrast media,MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,CONTRAST MEDIA,VARIOUS
V08CA08,V08CA,V08C,V08,V,gadobenic acid,Paramagnetic contrast media,MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,CONTRAST MEDIA,VARIOUS
V08CA09,V08CA,V08C,V08,V,gadobutrol,Paramagnetic contrast media,MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,CONTRAST MEDIA,VARIOUS
V08CA10,V08CA,V08C,V08,V,gadoxetic acid,Paramagnetic contrast media,MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,CONTRAST MEDIA,VARIOUS
V08CA11,V08CA,V08C,V08,V,gadofosveset,Paramagnetic contrast media,MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,CONTRAST MEDIA,VARIOUS
G03HA01,G03HA,G03H,G03,G,cyproterone,"Antiandrogens, plain",ANTIANDROGENS,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,GENITO URINARY SYSTEM AND SEX HORMONES
D07AC01,D07AC,D07A,D07,D,betamethasone,"Corticosteroids, potent (group III)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",DERMATOLOGICALS
D07AC02,D07AC,D07A,D07,D,fluclorolone,"Corticosteroids, potent (group III)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",DERMATOLOGICALS
D07AC03,D07AC,D07A,D07,D,desoximetasone,"Corticosteroids, potent (group III)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",DERMATOLOGICALS
D07AC04,D07AC,D07A,D07,D,fluocinolone acetonide,"Corticosteroids, potent (group III)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",DERMATOLOGICALS
D07AC05,D07AC,D07A,D07,D,fluocortolone,"Corticosteroids, potent (group III)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",DERMATOLOGICALS
D07AC06,D07AC,D07A,D07,D,diflucortolone,"Corticosteroids, potent (group III)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",DERMATOLOGICALS
D07AC07,D07AC,D07A,D07,D,fludroxycortide,"Corticosteroids, potent (group III)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",DERMATOLOGICALS
D07AC08,D07AC,D07A,D07,D,fluocinonide,"Corticosteroids, potent (group III)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",DERMATOLOGICALS
D07AC09,D07AC,D07A,D07,D,budesonide,"Corticosteroids, potent (group III)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",DERMATOLOGICALS
D07AC10,D07AC,D07A,D07,D,diflorasone,"Corticosteroids, potent (group III)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",DERMATOLOGICALS
D07AC11,D07AC,D07A,D07,D,amcinonide,"Corticosteroids, potent (group III)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",DERMATOLOGICALS
D07AC12,D07AC,D07A,D07,D,halometasone,"Corticosteroids, potent (group III)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",DERMATOLOGICALS
D07AC13,D07AC,D07A,D07,D,mometasone,"Corticosteroids, potent (group III)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",DERMATOLOGICALS
D07AC14,D07AC,D07A,D07,D,methylprednisolone aceponate,"Corticosteroids, potent (group III)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",DERMATOLOGICALS
D07AC15,D07AC,D07A,D07,D,beclometasone,"Corticosteroids, potent (group III)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",DERMATOLOGICALS
D07AC16,D07AC,D07A,D07,D,hydrocortisone aceponate,"Corticosteroids, potent (group III)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",DERMATOLOGICALS
D07AC17,D07AC,D07A,D07,D,fluticasone,"Corticosteroids, potent (group III)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",DERMATOLOGICALS
D07AC18,D07AC,D07A,D07,D,prednicarbate,"Corticosteroids, potent (group III)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",DERMATOLOGICALS
D07AC19,D07AC,D07A,D07,D,difluprednate,"Corticosteroids, potent (group III)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",DERMATOLOGICALS
D07AC21,D07AC,D07A,D07,D,ulobetasol,"Corticosteroids, potent (group III)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",DERMATOLOGICALS
P01AX01,P01AX,P01A,P01,P,chiniofon,Other agents against amoebiasis and other protozoal diseases,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,ANTIPROTOZOALS,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS"
N01BB54,N01BB,N01B,N01,N,"prilocaine, combinations",Amides,"ANESTHETICS, LOCAL",ANESTHETICS,NERVOUS SYSTEM
P01AX02,P01AX,P01A,P01,P,emetine,Other agents against amoebiasis and other protozoal diseases,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,ANTIPROTOZOALS,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS"
