"atc_code5","atc_desc5","atc_code1","atc_code2","atc_code3","atc_code4","atc_desc1","atc_desc2","atc_desc3","atc_desc4"
"A08AA10","sibutramine","A","A08","A08A","A08AA","ALIMENTARY TRACT AND METABOLISM","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","Centrally acting antiobesity products"
"A08AA11","lorcaserin","A","A08","A08A","A08AA","ALIMENTARY TRACT AND METABOLISM","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","Centrally acting antiobesity products"
"A08AA56","ephedrine, combinations","A","A08","A08A","A08AA","ALIMENTARY TRACT AND METABOLISM","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","Centrally acting antiobesity products"
"A08AA62","bupropion and naltrexone","A","A08","A08A","A08AA","ALIMENTARY TRACT AND METABOLISM","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","Centrally acting antiobesity products"
"N03AG01","valproic acid","N","N03","N03A","N03AG","NERVOUS SYSTEM","ANTIEPILEPTICS","ANTIEPILEPTICS","Fatty acid derivatives"
"N03AG02","valpromide","N","N03","N03A","N03AG","NERVOUS SYSTEM","ANTIEPILEPTICS","ANTIEPILEPTICS","Fatty acid derivatives"
"N03AG03","aminobutyric acid","N","N03","N03A","N03AG","NERVOUS SYSTEM","ANTIEPILEPTICS","ANTIEPILEPTICS","Fatty acid derivatives"
"N03AG04","vigabatrin","N","N03","N03A","N03AG","NERVOUS SYSTEM","ANTIEPILEPTICS","ANTIEPILEPTICS","Fatty acid derivatives"
"N03AG05","progabide","N","N03","N03A","N03AG","NERVOUS SYSTEM","ANTIEPILEPTICS","ANTIEPILEPTICS","Fatty acid derivatives"
"N03AG06","tiagabine","N","N03","N03A","N03AG","NERVOUS SYSTEM","ANTIEPILEPTICS","ANTIEPILEPTICS","Fatty acid derivatives"
"C03DB01","amiloride","C","C03","C03D","C03DB","CARDIOVASCULAR SYSTEM","DIURETICS","POTASSIUM-SPARING AGENTS","Other potassium-sparing agents"
"C03DB02","triamterene","C","C03","C03D","C03DB","CARDIOVASCULAR SYSTEM","DIURETICS","POTASSIUM-SPARING AGENTS","Other potassium-sparing agents"
"A01AA01","sodium fluoride","A","A01","A01A","A01AA","ALIMENTARY TRACT AND METABOLISM","STOMATOLOGICAL PREPARATIONS","STOMATOLOGICAL PREPARATIONS","Caries prophylactic agents"
"A01AA02","sodium monofluorophosphate","A","A01","A01A","A01AA","ALIMENTARY TRACT AND METABOLISM","STOMATOLOGICAL PREPARATIONS","STOMATOLOGICAL PREPARATIONS","Caries prophylactic agents"
"A01AA03","olaflur","A","A01","A01A","A01AA","ALIMENTARY TRACT AND METABOLISM","STOMATOLOGICAL PREPARATIONS","STOMATOLOGICAL PREPARATIONS","Caries prophylactic agents"
"A01AA04","stannous fluoride","A","A01","A01A","A01AA","ALIMENTARY TRACT AND METABOLISM","STOMATOLOGICAL PREPARATIONS","STOMATOLOGICAL PREPARATIONS","Caries prophylactic agents"
"A01AA30","combinations","A","A01","A01A","A01AA","ALIMENTARY TRACT AND METABOLISM","STOMATOLOGICAL PREPARATIONS","STOMATOLOGICAL PREPARATIONS","Caries prophylactic agents"
"A01AA51","sodium fluoride, combinations","A","A01","A01A","A01AA","ALIMENTARY TRACT AND METABOLISM","STOMATOLOGICAL PREPARATIONS","STOMATOLOGICAL PREPARATIONS","Caries prophylactic agents"
"M05BA01","etidronic acid","M","M05","M05B","M05BA","MUSCULO-SKELETAL SYSTEM","DRUGS FOR TREATMENT OF BONE DISEASES","DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION","Bisphosphonates"
"M05BA02","clodronic acid","M","M05","M05B","M05BA","MUSCULO-SKELETAL SYSTEM","DRUGS FOR TREATMENT OF BONE DISEASES","DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION","Bisphosphonates"
"M05BA03","pamidronic acid","M","M05","M05B","M05BA","MUSCULO-SKELETAL SYSTEM","DRUGS FOR TREATMENT OF BONE DISEASES","DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION","Bisphosphonates"
"M05BA04","alendronic acid","M","M05","M05B","M05BA","MUSCULO-SKELETAL SYSTEM","DRUGS FOR TREATMENT OF BONE DISEASES","DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION","Bisphosphonates"
"M05BA05","tiludronic acid","M","M05","M05B","M05BA","MUSCULO-SKELETAL SYSTEM","DRUGS FOR TREATMENT OF BONE DISEASES","DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION","Bisphosphonates"
"M05BA06","ibandronic acid","M","M05","M05B","M05BA","MUSCULO-SKELETAL SYSTEM","DRUGS FOR TREATMENT OF BONE DISEASES","DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION","Bisphosphonates"
"M05BA07","risedronic acid","M","M05","M05B","M05BA","MUSCULO-SKELETAL SYSTEM","DRUGS FOR TREATMENT OF BONE DISEASES","DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION","Bisphosphonates"
"M05BA08","zoledronic acid","M","M05","M05B","M05BA","MUSCULO-SKELETAL SYSTEM","DRUGS FOR TREATMENT OF BONE DISEASES","DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION","Bisphosphonates"
"A07EA01","prednisolone","A","A07","A07E","A07EA","ALIMENTARY TRACT AND METABOLISM","ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","INTESTINAL ANTIINFLAMMATORY AGENTS","Corticosteroids acting locally"
"A07EA02","hydrocortisone","A","A07","A07E","A07EA","ALIMENTARY TRACT AND METABOLISM","ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","INTESTINAL ANTIINFLAMMATORY AGENTS","Corticosteroids acting locally"
"A07EA03","prednisone","A","A07","A07E","A07EA","ALIMENTARY TRACT AND METABOLISM","ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","INTESTINAL ANTIINFLAMMATORY AGENTS","Corticosteroids acting locally"
"A07EA04","betamethasone","A","A07","A07E","A07EA","ALIMENTARY TRACT AND METABOLISM","ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","INTESTINAL ANTIINFLAMMATORY AGENTS","Corticosteroids acting locally"
"A07EA05","tixocortol","A","A07","A07E","A07EA","ALIMENTARY TRACT AND METABOLISM","ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","INTESTINAL ANTIINFLAMMATORY AGENTS","Corticosteroids acting locally"
"A07EA06","budesonide","A","A07","A07E","A07EA","ALIMENTARY TRACT AND METABOLISM","ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","INTESTINAL ANTIINFLAMMATORY AGENTS","Corticosteroids acting locally"
"A07EA07","beclometasone","A","A07","A07E","A07EA","ALIMENTARY TRACT AND METABOLISM","ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","INTESTINAL ANTIINFLAMMATORY AGENTS","Corticosteroids acting locally"
"B01AB01","heparin","B","B01","B01A","B01AB","BLOOD AND BLOOD FORMING ORGANS","ANTITHROMBOTIC AGENTS","ANTITHROMBOTIC AGENTS","Heparin group"
"B01AB02","antithrombin III","B","B01","B01A","B01AB","BLOOD AND BLOOD FORMING ORGANS","ANTITHROMBOTIC AGENTS","ANTITHROMBOTIC AGENTS","Heparin group"
"B01AB04","dalteparin","B","B01","B01A","B01AB","BLOOD AND BLOOD FORMING ORGANS","ANTITHROMBOTIC AGENTS","ANTITHROMBOTIC AGENTS","Heparin group"
"B01AB05","enoxaparin","B","B01","B01A","B01AB","BLOOD AND BLOOD FORMING ORGANS","ANTITHROMBOTIC AGENTS","ANTITHROMBOTIC AGENTS","Heparin group"
"B01AB06","nadroparin","B","B01","B01A","B01AB","BLOOD AND BLOOD FORMING ORGANS","ANTITHROMBOTIC AGENTS","ANTITHROMBOTIC AGENTS","Heparin group"
"B01AB07","parnaparin","B","B01","B01A","B01AB","BLOOD AND BLOOD FORMING ORGANS","ANTITHROMBOTIC AGENTS","ANTITHROMBOTIC AGENTS","Heparin group"
"B01AB08","reviparin","B","B01","B01A","B01AB","BLOOD AND BLOOD FORMING ORGANS","ANTITHROMBOTIC AGENTS","ANTITHROMBOTIC AGENTS","Heparin group"
"B01AB09","danaparoid","B","B01","B01A","B01AB","BLOOD AND BLOOD FORMING ORGANS","ANTITHROMBOTIC AGENTS","ANTITHROMBOTIC AGENTS","Heparin group"
"B01AB10","tinzaparin","B","B01","B01A","B01AB","BLOOD AND BLOOD FORMING ORGANS","ANTITHROMBOTIC AGENTS","ANTITHROMBOTIC AGENTS","Heparin group"
"B01AB11","sulodexide","B","B01","B01A","B01AB","BLOOD AND BLOOD FORMING ORGANS","ANTITHROMBOTIC AGENTS","ANTITHROMBOTIC AGENTS","Heparin group"
"B01AB12","bemiparin","B","B01","B01A","B01AB","BLOOD AND BLOOD FORMING ORGANS","ANTITHROMBOTIC AGENTS","ANTITHROMBOTIC AGENTS","Heparin group"
"B01AB51","heparin, combinations","B","B01","B01A","B01AB","BLOOD AND BLOOD FORMING ORGANS","ANTITHROMBOTIC AGENTS","ANTITHROMBOTIC AGENTS","Heparin group"
"D05AD01","trioxysalen","D","D05","D05A","D05AD","DERMATOLOGICALS","ANTIPSORIATICS","ANTIPSORIATICS FOR TOPICAL USE","Psoralens for topical use"
"D05AD02","methoxsalen","D","D05","D05A","D05AD","DERMATOLOGICALS","ANTIPSORIATICS","ANTIPSORIATICS FOR TOPICAL USE","Psoralens for topical use"
"N07XX01","tirilazad","N","N07","N07X","N07XX","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","OTHER NERVOUS SYSTEM DRUGS","Other nervous system drugs"
"N07XX02","riluzole","N","N07","N07X","N07XX","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","OTHER NERVOUS SYSTEM DRUGS","Other nervous system drugs"
"N07XX03","xaliproden","N","N07","N07X","N07XX","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","OTHER NERVOUS SYSTEM DRUGS","Other nervous system drugs"
"N07XX04","sodium oxybate","N","N07","N07X","N07XX","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","OTHER NERVOUS SYSTEM DRUGS","Other nervous system drugs"
"N07XX05","amifampridine","N","N07","N07X","N07XX","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","OTHER NERVOUS SYSTEM DRUGS","Other nervous system drugs"
"N07XX06","tetrabenazine","N","N07","N07X","N07XX","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","OTHER NERVOUS SYSTEM DRUGS","Other nervous system drugs"
"N07XX07","fampridine","N","N07","N07X","N07XX","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","OTHER NERVOUS SYSTEM DRUGS","Other nervous system drugs"
"N07XX08","tafamidis","N","N07","N07X","N07XX","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","OTHER NERVOUS SYSTEM DRUGS","Other nervous system drugs"
"N07XX09","dimethyl fumarate","N","N07","N07X","N07XX","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","OTHER NERVOUS SYSTEM DRUGS","Other nervous system drugs"
"N07XX10","laquinimod","N","N07","N07X","N07XX","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","OTHER NERVOUS SYSTEM DRUGS","Other nervous system drugs"
"N07XX11","pitolisant","N","N07","N07X","N07XX","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","OTHER NERVOUS SYSTEM DRUGS","Other nervous system drugs"
"N07XX59","dextromethorphan, combinations","N","N07","N07X","N07XX","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","OTHER NERVOUS SYSTEM DRUGS","Other nervous system drugs"
"J05AE01","saquinavir","J","J05","J05A","J05AE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Protease inhibitors"
"J05AE02","indinavir","J","J05","J05A","J05AE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Protease inhibitors"
"J05AE03","ritonavir","J","J05","J05A","J05AE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Protease inhibitors"
"J05AE04","nelfinavir","J","J05","J05A","J05AE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Protease inhibitors"
"J05AE05","amprenavir","J","J05","J05A","J05AE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Protease inhibitors"
"J05AE07","fosamprenavir","J","J05","J05A","J05AE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Protease inhibitors"
"J05AE08","atazanavir","J","J05","J05A","J05AE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Protease inhibitors"
"J05AE09","tipranavir","J","J05","J05A","J05AE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Protease inhibitors"
"J05AE10","darunavir","J","J05","J05A","J05AE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Protease inhibitors"
"J05AE11","telaprevir","J","J05","J05A","J05AE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Protease inhibitors"
"J05AE12","boceprevir","J","J05","J05A","J05AE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Protease inhibitors"
"J05AE13","faldaprevir","J","J05","J05A","J05AE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Protease inhibitors"
"J05AE14","simeprevir","J","J05","J05A","J05AE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Protease inhibitors"
"J05AE15","asunaprevir","J","J05","J05A","J05AE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Protease inhibitors"
"J07BF01","poliomyelitis oral, monovalent, live attenuated","J","J07","J07B","J07BF","ANTIINFECTIVES FOR SYSTEMIC USE","VACCINES","VIRAL VACCINES","Poliomyelitis vaccines"
"J07BF02","poliomyelitis oral, trivalent, live attenuated","J","J07","J07B","J07BF","ANTIINFECTIVES FOR SYSTEMIC USE","VACCINES","VIRAL VACCINES","Poliomyelitis vaccines"
"J07BF03","poliomyelitis, trivalent, inactivated, whole virus","J","J07","J07B","J07BF","ANTIINFECTIVES FOR SYSTEMIC USE","VACCINES","VIRAL VACCINES","Poliomyelitis vaccines"
"J07BF04","poliomyelitis oral, bivalent, live attenuated","J","J07","J07B","J07BF","ANTIINFECTIVES FOR SYSTEMIC USE","VACCINES","VIRAL VACCINES","Poliomyelitis vaccines"
"J02AX01","flucytosine","J","J02","J02A","J02AX","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIMYCOTICS FOR SYSTEMIC USE","ANTIMYCOTICS FOR SYSTEMIC USE","Other antimycotics for systemic use"
"J02AX04","caspofungin","J","J02","J02A","J02AX","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIMYCOTICS FOR SYSTEMIC USE","ANTIMYCOTICS FOR SYSTEMIC USE","Other antimycotics for systemic use"
"J02AX05","micafungin","J","J02","J02A","J02AX","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIMYCOTICS FOR SYSTEMIC USE","ANTIMYCOTICS FOR SYSTEMIC USE","Other antimycotics for systemic use"
"J02AX06","anidulafungin","J","J02","J02A","J02AX","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIMYCOTICS FOR SYSTEMIC USE","ANTIMYCOTICS FOR SYSTEMIC USE","Other antimycotics for systemic use"
"D06AX01","fusidic acid","D","D06","D06A","D06AX","DERMATOLOGICALS","ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE","ANTIBIOTICS FOR TOPICAL USE","Other antibiotics for topical use"
"D06AX02","chloramphenicol","D","D06","D06A","D06AX","DERMATOLOGICALS","ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE","ANTIBIOTICS FOR TOPICAL USE","Other antibiotics for topical use"
"D06AX04","neomycin","D","D06","D06A","D06AX","DERMATOLOGICALS","ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE","ANTIBIOTICS FOR TOPICAL USE","Other antibiotics for topical use"
"D06AX05","bacitracin","D","D06","D06A","D06AX","DERMATOLOGICALS","ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE","ANTIBIOTICS FOR TOPICAL USE","Other antibiotics for topical use"
"D06AX07","gentamicin","D","D06","D06A","D06AX","DERMATOLOGICALS","ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE","ANTIBIOTICS FOR TOPICAL USE","Other antibiotics for topical use"
"D06AX08","tyrothricin","D","D06","D06A","D06AX","DERMATOLOGICALS","ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE","ANTIBIOTICS FOR TOPICAL USE","Other antibiotics for topical use"
"D06AX09","mupirocin","D","D06","D06A","D06AX","DERMATOLOGICALS","ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE","ANTIBIOTICS FOR TOPICAL USE","Other antibiotics for topical use"
"D06AX10","virginiamycin","D","D06","D06A","D06AX","DERMATOLOGICALS","ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE","ANTIBIOTICS FOR TOPICAL USE","Other antibiotics for topical use"
"D06AX11","rifaximin","D","D06","D06A","D06AX","DERMATOLOGICALS","ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE","ANTIBIOTICS FOR TOPICAL USE","Other antibiotics for topical use"
"D06AX12","amikacin","D","D06","D06A","D06AX","DERMATOLOGICALS","ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE","ANTIBIOTICS FOR TOPICAL USE","Other antibiotics for topical use"
"D06AX13","retapamulin","D","D06","D06A","D06AX","DERMATOLOGICALS","ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE","ANTIBIOTICS FOR TOPICAL USE","Other antibiotics for topical use"
"A14AB01","nandrolone","A","A14","A14A","A14AB","ALIMENTARY TRACT AND METABOLISM","ANABOLIC AGENTS FOR SYSTEMIC USE","ANABOLIC STEROIDS","Estren derivatives"
"A14AB02","ethylestrenol","A","A14","A14A","A14AB","ALIMENTARY TRACT AND METABOLISM","ANABOLIC AGENTS FOR SYSTEMIC USE","ANABOLIC STEROIDS","Estren derivatives"
"A14AB03","oxabolone cipionate","A","A14","A14A","A14AB","ALIMENTARY TRACT AND METABOLISM","ANABOLIC AGENTS FOR SYSTEMIC USE","ANABOLIC STEROIDS","Estren derivatives"
"V03AN01","oxygen","V","V03","V03A","V03AN","VARIOUS","ALL OTHER THERAPEUTIC PRODUCTS","ALL OTHER THERAPEUTIC PRODUCTS","Medical gases"
"V03AN02","carbon dioxide","V","V03","V03A","V03AN","VARIOUS","ALL OTHER THERAPEUTIC PRODUCTS","ALL OTHER THERAPEUTIC PRODUCTS","Medical gases"
"V03AN03","helium","V","V03","V03A","V03AN","VARIOUS","ALL OTHER THERAPEUTIC PRODUCTS","ALL OTHER THERAPEUTIC PRODUCTS","Medical gases"
"V03AN04","nitrogen","V","V03","V03A","V03AN","VARIOUS","ALL OTHER THERAPEUTIC PRODUCTS","ALL OTHER THERAPEUTIC PRODUCTS","Medical gases"
"V03AN05","medical air","V","V03","V03A","V03AN","VARIOUS","ALL OTHER THERAPEUTIC PRODUCTS","ALL OTHER THERAPEUTIC PRODUCTS","Medical gases"
"A08AB01","orlistat","A","A08","A08A","A08AB","ALIMENTARY TRACT AND METABOLISM","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","Peripherally acting antiobesity products"
"V08CA01","gadopentetic acid","V","V08","V08C","V08CA","VARIOUS","CONTRAST MEDIA","MAGNETIC RESONANCE IMAGING CONTRAST MEDIA","Paramagnetic contrast media"
"V08CA02","gadoteric acid","V","V08","V08C","V08CA","VARIOUS","CONTRAST MEDIA","MAGNETIC RESONANCE IMAGING CONTRAST MEDIA","Paramagnetic contrast media"
"V08CA03","gadodiamide","V","V08","V08C","V08CA","VARIOUS","CONTRAST MEDIA","MAGNETIC RESONANCE IMAGING CONTRAST MEDIA","Paramagnetic contrast media"
"V08CA04","gadoteridol","V","V08","V08C","V08CA","VARIOUS","CONTRAST MEDIA","MAGNETIC RESONANCE IMAGING CONTRAST MEDIA","Paramagnetic contrast media"
"V08CA05","mangafodipir","V","V08","V08C","V08CA","VARIOUS","CONTRAST MEDIA","MAGNETIC RESONANCE IMAGING CONTRAST MEDIA","Paramagnetic contrast media"
"V08CA06","gadoversetamide","V","V08","V08C","V08CA","VARIOUS","CONTRAST MEDIA","MAGNETIC RESONANCE IMAGING CONTRAST MEDIA","Paramagnetic contrast media"
"V08CA07","ferric ammonium citrate","V","V08","V08C","V08CA","VARIOUS","CONTRAST MEDIA","MAGNETIC RESONANCE IMAGING CONTRAST MEDIA","Paramagnetic contrast media"
"V08CA08","gadobenic acid","V","V08","V08C","V08CA","VARIOUS","CONTRAST MEDIA","MAGNETIC RESONANCE IMAGING CONTRAST MEDIA","Paramagnetic contrast media"
"V08CA09","gadobutrol","V","V08","V08C","V08CA","VARIOUS","CONTRAST MEDIA","MAGNETIC RESONANCE IMAGING CONTRAST MEDIA","Paramagnetic contrast media"
"V08CA10","gadoxetic acid","V","V08","V08C","V08CA","VARIOUS","CONTRAST MEDIA","MAGNETIC RESONANCE IMAGING CONTRAST MEDIA","Paramagnetic contrast media"
"V08CA11","gadofosveset","V","V08","V08C","V08CA","VARIOUS","CONTRAST MEDIA","MAGNETIC RESONANCE IMAGING CONTRAST MEDIA","Paramagnetic contrast media"
"G03HA01","cyproterone","G","G03","G03H","G03HA","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","ANTIANDROGENS","Antiandrogens, plain"
"D07AC01","betamethasone","D","D07","D07A","D07AC","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)"
"D07AC02","fluclorolone","D","D07","D07A","D07AC","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)"
"D07AC03","desoximetasone","D","D07","D07A","D07AC","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)"
"D07AC04","fluocinolone acetonide","D","D07","D07A","D07AC","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)"
"D07AC05","fluocortolone","D","D07","D07A","D07AC","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)"
"D07AC06","diflucortolone","D","D07","D07A","D07AC","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)"
"D07AC07","fludroxycortide","D","D07","D07A","D07AC","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)"
"D07AC08","fluocinonide","D","D07","D07A","D07AC","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)"
"D07AC09","budesonide","D","D07","D07A","D07AC","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)"
"D07AC10","diflorasone","D","D07","D07A","D07AC","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)"
"D07AC11","amcinonide","D","D07","D07A","D07AC","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)"
"D07AC12","halometasone","D","D07","D07A","D07AC","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)"
"D07AC13","mometasone","D","D07","D07A","D07AC","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)"
"D07AC14","methylprednisolone aceponate","D","D07","D07A","D07AC","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)"
"D07AC15","beclometasone","D","D07","D07A","D07AC","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)"
"D07AC16","hydrocortisone aceponate","D","D07","D07A","D07AC","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)"
"D07AC17","fluticasone","D","D07","D07A","D07AC","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)"
"D07AC18","prednicarbate","D","D07","D07A","D07AC","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)"
"D07AC19","difluprednate","D","D07","D07A","D07AC","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)"
